CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)
MPEG1	MPEG1	MPEG1	MPEG1	MPEG1	0.142223094	60.2373351
FTH1	FTH1	FTH1	FTH1	FTH1	-0.144862671	40.32889585
METTL12	METTL12	METTL12	METTL12	METTL12	0.710659667	85.23582917
C11orf83	C11orf83	C11orf83	C11orf83	C11orf83	0.503070641	78.3747967
HNRNPUL2	HNRNPUL2	HNRNPUL2	HNRNPUL2	HNRNPUL2	-0.469457453	22.95042467
SLC22A10	SLC22A10	SLC22A10	SLC22A10	SLC22A10	1.542047663	96.46406843
RARRES3	RARRES3	RARRES3	RARRES3	RARRES3	-0.095971808	43.66604421
ATL3	ATL3	ATL3	ATL3	ATL3	-0.075045097	45.14788266
DNAJC4	DNAJC4	DNAJC4	DNAJC4	DNAJC4	0.038672175	53.12330582
ESRRA	ESRRA	ESRRA	ESRRA	ESRRA	-0.106595924	42.81067406
TM7SF2	TM7SF2	TM7SF2	TM7SF2	TM7SF2	0.070222621	55.21956509
SLC25A45	SLC25A45	SLC25A45	SLC25A45	SLC25A45	0.870145349	88.77778447
SCYL1	SCYL1	SCYL1	SCYL1	SCYL1	-0.001481176	50.26805614
RBM4	RBM4	RBM4	RBM4	RBM4	-0.823730657	12.30648756
RPS6KB2	RPS6KB2	RPS6KB2	RPS6KB2	RPS6KB2	-0.094730666	43.72628155
GSTP1	GSTP1	GSTP1	GSTP1	GSTP1	0.12598995	59.23739534
KRTAP5-7	KRTAP5-7	KRTAP5-7	KRTAP5-7	KRTAP5-7	0.555708467	80.42888983
KRTAP5-8	KRTAP5-8	KRTAP5-8	KRTAP5-8	KRTAP5-8	0.976383637	90.65116559
KRTAP5-10	KRTAP5-10	KRTAP5-10	KRTAP5-10	KRTAP5-10	0.558672332	80.54334076
KRTAP5-11	KRTAP5-11	KRTAP5-11	KRTAP5-11	KRTAP5-11	0.065072814	54.87621228
STARD10	STARD10	STARD10	STARD10	STARD10	0.05069915	53.91241491
FAM168A	FAM168A	FAM168A	FAM168A	FAM168A	-0.521157471	20.84211794
RNF169	RNF169	RNF169	RNF169	RNF169	-0.492729584	22.07095958
USP35	USP35	USP35	USP35	USP35	0.933732325	89.85603277
DLG2	DLG2	DLG2	DLG2	DLG2	-1.913138777	2.192638998
CREBZF	CREBZF	CREBZF	CREBZF	CREBZF	-0.536309022	20.36021926
ENDOD1	ENDOD1	ENDOD1	ENDOD1	ENDOD1	0.064910081	54.84609361
FAM76B	FAM76B	FAM76B	FAM76B	FAM76B	-0.254049237	33.87145353
TMEM123	TMEM123	TMEM123	TMEM123	TMEM123	0.340455855	71.24871996
SLC35F2	SLC35F2	SLC35F2	SLC35F2	SLC35F2	0.800946985	87.31401723
NPAT	NPAT	NPAT	NPAT	NPAT	0.456512608	76.45322571
KDELC2	KDELC2	KDELC2	KDELC2	KDELC2	0.098806915	57.23751581
C11orf88	C11orf88	C11orf88	C11orf88	C11orf88	0.712227817	85.25390037
ALG9	ALG9	ALG9	ALG9	ALG9	-0.094568847	43.75037648
NXPE4	NXPE4	NXPE4	NXPE4	NXPE4	1.305048834	94.75935185
RNF214	RNF214	RNF214	RNF214	RNF214	-1.02181012	8.704294922
TMPRSS13	TMPRSS13	TMPRSS13	TMPRSS13	TMPRSS13	0.942310501	90.01867357
ARHGEF12	ARHGEF12	ARHGEF12	ARHGEF12	ARHGEF12	-1.652871107	3.120293958
BSX	BSX	BSX	BSX	BSX	0.283286967	68.29709054
HEPN1	HEPN1	HEPN1	HEPN1	HEPN1	0.156922138	61.2613698
PKNOX2	PKNOX2	PKNOX2	PKNOX2	PKNOX2	-0.631907025	17.33028131
ADAMTS8	ADAMTS8	ADAMTS8	ADAMTS8	ADAMTS8	-0.359649823	28.24528643
KDM5A	KDM5A	KDM5A	KDM5A	KDM5A	-2.254541149	1.403529908
PTPN6	PTPN6	PTPN6	PTPN6	PTPN6	-0.763589585	13.7521836
AICDA	AICDA	AICDA	AICDA	AICDA	-0.125338233	41.54569002
RIMKLB	RIMKLB	RIMKLB	RIMKLB	RIMKLB	-0.212655616	36.19661466
KLRF1	KLRF1	KLRF1	KLRF1	KLRF1	0.002591109	50.55117162
CLEC1B	CLEC1B	CLEC1B	CLEC1B	CLEC1B	0.384815008	73.37509789
PRR4	PRR4	PRR4	PRR4	PRR4	0.056794049	54.36419493
PRB2	PRB2	PRB2	PRB2	PRB2	2.215972581	98.7952533
C12orf69	C12orf69	SMCO3	SMCO3	SMCO3	0.262198454	67.1224625
ITPR2	ITPR2	ITPR2	ITPR2	ITPR2	-3.034933386	0.662610686
ERGIC2	ERGIC2	ERGIC2	ERGIC2	ERGIC2	-0.369951653	27.78748268
ALG10	ALG10	ALG10	ALG10	ALG10	0.111616052	58.12300464
C12orf40	C12orf40	C12orf40	C12orf40	C12orf40	0.532105995	79.5976146
GXYLT1	GXYLT1	GXYLT1	GXYLT1	GXYLT1	0.388562977	73.53773869
SLC38A1	SLC38A1	SLC38A1	SLC38A1	SLC38A1	-0.498663579	21.84808144
FMNL3	FMNL3	FMNL3	FMNL3	FMNL3	-1.089006202	7.812782363
NCKAP5L	NCKAP5L	NCKAP5L	NCKAP5L	NCKAP5L	-0.519474112	20.89633155
LARP4	LARP4	LARP4	LARP4	LARP4	-0.608633889	18.04108186
KRT86	KRT86	KRT86	KRT86	KRT86	0.287652528	68.56213481
KRT6A	KRT6A	KRT6A	KRT6A	KRT6A	1.491743472	96.20504789
KRT4	KRT4	KRT4	KRT4	KRT4	1.250838654	94.25335823
EIF4B	EIF4B	EIF4B	EIF4B	EIF4B	-0.442274896	24.22745618
HNRNPA1	HNRNPA1	HNRNPA1	HNRNPA1	HNRNPA1	-0.269044124	32.97994097
WIBG	WIBG	WIBG	WIBG	WIBG	0.044767018	53.53894344
COQ10A	COQ10A	COQ10A	COQ10A	COQ10A	-0.138147158	40.73248599
RDH16	RDH16	RDH16	RDH16	RDH16	0.387780214	73.50159629
DTX3	DTX3	DTX3	DTX3	DTX3	-0.311219111	30.73308837
CTDSP2	CTDSP2	CTDSP2	CTDSP2	CTDSP2	-0.331525455	29.67291127
XRCC6BP1	XRCC6BP1	XRCC6BP1	XRCC6BP1	XRCC6BP1	0.245640846	66.27311608
C12orf66	C12orf66	C12orf66	C12orf66	C12orf66	-0.354175498	28.4561171
TMBIM4	TMBIM4	TMBIM4	TMBIM4	TMBIM4	0.040236528	53.22570929
GRIP1	GRIP1	GRIP1	GRIP1	GRIP1	-0.639737788	17.06523703
SLC35E3	SLC35E3	SLC35E3	SLC35E3	SLC35E3	-0.336836623	29.407867
FRS2	FRS2	FRS2	FRS2	FRS2	-0.800454857	12.86669478
ZFC3H1	ZFC3H1	ZFC3H1	ZFC3H1	ZFC3H1	-2.211785489	1.505933378
NAV3	NAV3	NAV3	NAV3	NAV3	-3.955726035	0.307210409
LRRIQ1	LRRIQ1	LRRIQ1	LRRIQ1	LRRIQ1	0.335151451	70.98969942
C12orf74	C12orf74	C12orf74	C12orf74	C12orf74	0.488692768	77.74832841
CCDC41	CCDC41	CCDC41	CCDC41	CCDC41	-0.309194691	30.87765797
DRAM1	DRAM1	DRAM1	DRAM1	DRAM1	-0.400723925	26.22131197
NT5DC3	NT5DC3	NT5DC3	NT5DC3	NT5DC3	-0.52803017	20.59514487
C12orf45	C12orf45	C12orf45	C12orf45	C12orf45	0.336707969	71.07403168
KIAA1033	KIAA1033	KIAA1033	KIAA1033	KIAA1033	-0.272497271	32.75706283
WSCD2	WSCD2	WSCD2	WSCD2	WSCD2	-0.172204853	38.49768086
CMKLR1	CMKLR1	CMKLR1	CMKLR1	CMKLR1	0.198151284	63.76724294
VPS29	VPS29	VPS29	VPS29	VPS29	-0.090659839	44.00939702
TCTN1	TCTN1	TCTN1	TCTN1	TCTN1	0.12582691	59.18318174
CUX2	CUX2	CUX2	CUX2	CUX2	-1.294628237	5.451478827
MAP1LC3B2	MAP1LC3B2	MAP1LC3B2	MAP1LC3B2	MAP1LC3B2	0.609914695	82.21191494
NOS1	NOS1	NOS1	NOS1	NOS1	-1.306073842	5.306909222
CCDC64	CCDC64	CCDC64	CCDC64	CCDC64	-0.701106247	15.48099512
RAB35	RAB35	RAB35	RAB35	RAB35	-0.01693271	49.15968918
GCN1L1	GCN1L1	GCN1L1	GCN1L1	GCN1L1	-4.044945841	0.271068008
KDM2B	KDM2B	KDM2B	KDM2B	KDM2B	-1.984941682	2.023974459
ORAI1	ORAI1	ORAI1	ORAI1	ORAI1	0.062726108	54.73164267
TMEM120B	TMEM120B	TMEM120B	TMEM120B	TMEM120B	0.520242042	79.13378712
WDR66	WDR66	WDR66	WDR66	WDR66	0.558198226	80.51924583
LRRC43	LRRC43	LRRC43	LRRC43	LRRC43	1.054315527	91.77158003
OGFOD2	OGFOD2	OGFOD2	OGFOD2	OGFOD2	0.464472709	76.79657852
NCOR2	NCOR2	NCOR2	NCOR2	NCOR2	-1.573500742	3.523884103
TMEM132B	TMEM132B	TMEM132B	TMEM132B	TMEM132B	-0.487750464	22.24564785
DDX51	DDX51	DDX51	DDX51	DDX51	0.41760784	74.8689838
GALNT9	GALNT9	GALNT9	GALNT9	GALNT9	0.318584468	70.19456659
ANKLE2	ANKLE2	ANKLE2	ANKLE2	ANKLE2	-0.157376219	39.39521716
PSPC1	PSPC1	PSPC1	PSPC1	PSPC1	-0.860596693	11.53544967
CRYL1	CRYL1	CRYL1	CRYL1	CRYL1	0.207212445	64.21299922
XPO4	XPO4	XPO4	XPO4	XPO4	-1.727804427	2.837178483
ATP8A2	ATP8A2	ATP8A2	ATP8A2	ATP8A2	-1.75204372	2.72875128
MTUS2	MTUS2	MTUS2	MTUS2	MTUS2	1.279805744	94.53044997
FRY	FRY	FRY	FRY	FRY	-4.967320301	0.126498404
PDS5B	PDS5B	PDS5B	PDS5B	PDS5B	-2.057678715	1.807120053
RGCC	RGCC	RGCC	RGCC	RGCC	0.326247859	70.5198482
SIAH3	SIAH3	SIAH3	SIAH3	SIAH3	-0.811702216	12.59562677
ATP7B	ATP7B	ATP7B	ATP7B	ATP7B	0.569953797	80.97704958
DIAPH3	DIAPH3	DIAPH3	DIAPH3	DIAPH3	0.199234898	63.83350401
DACH1	DACH1	DACH1	DACH1	DACH1	-0.804985039	12.79440998
TBC1D4	TBC1D4	TBC1D4	TBC1D4	TBC1D4	-0.457772106	23.49858442
SLITRK6	SLITRK6	SLITRK6	SLITRK6	SLITRK6	-1.054315884	8.28865731
DAOA	DAOA	DAOA	DAOA	DAOA	0.022896883	51.96072526
ARGLU1	ARGLU1	ARGLU1	ARGLU1	ARGLU1	-0.207344068	36.4556352
COL4A2	COL4A2	COL4A2	COL4A2	COL4A2	-0.26534563	33.17872417
LAMP1	LAMP1	LAMP1	LAMP1	LAMP1	-0.393384038	26.64297331
PARP2	PARP2	PARP2	PARP2	PARP2	0.57428204	81.11559545
RNASE7	RNASE7	RNASE7	RNASE7	RNASE7	0.914679672	89.45244262
HNRNPC	HNRNPC	HNRNPC	HNRNPC	HNRNPC	-0.186256481	37.69652431
OR4E2	OR4E2	OR4E2	OR4E2	OR4E2	1.18398394	93.52448648
RBM23	RBM23	RBM23	RBM23	RBM23	0.711275887	85.2418529
PSMB11	PSMB11	PSMB11	PSMB11	PSMB11	0.754236463	86.18155533
RNF31	RNF31	RNF31	RNF31	RNF31	-0.405744002	25.95024396
REC8	REC8	REC8	REC8	REC8	-0.492729584	22.07095958
GMPR2	GMPR2	GMPR2	GMPR2	GMPR2	0.35091694	71.73664237
TINF2	TINF2	TINF2	TINF2	TINF2	-0.053957444	46.5032227
HECTD1	HECTD1	HECTD1	HECTD1	HECTD1	-3.696532554	0.391542678
NUBPL	NUBPL	NUBPL	NUBPL	NUBPL	0.95372282	90.25962291
EAPP	EAPP	EAPP	EAPP	EAPP	-0.341366669	29.16691766
MDGA2	MDGA2	MDGA2	MDGA2	MDGA2	-0.543967248	20.14938859
C14orf182	C14orf182	C14orf182	C14orf182	C14orf182	0.288601047	68.63441961
TMX1	TMX1	TMX1	TMX1	TMX1	-0.650651466	16.77609783
LGALS3	LGALS3	LGALS3	LGALS3	LGALS3	0.311088467	69.82109511
KTN1	KTN1	KTN1	KTN1	KTN1	0.025377876	52.17155593
GPX2	GPX2	GPX2	GPX2	GPX2	0.089126772	56.59900006
SYNDIG1L	SYNDIG1L	SYNDIG1L	SYNDIG1L	SYNDIG1L	0.377319174	72.99560267
KIAA0317	KIAA0317	AREL1	AREL1	AREL1	-0.863887456	11.4511174
ZC2HC1C	ZC2HC1C	ZC2HC1C	ZC2HC1C	ZC2HC1C	0.365909483	72.45949039
TMEM251	TMEM251	TMEM251	TMEM251	TMEM251	0.564771669	80.81440877
C14orf142	C14orf142	C14orf142	C14orf142	C14orf142	0.491044104	77.82663695
SERPINA9	SERPINA9	SERPINA9	SERPINA9	SERPINA9	1.774687398	97.53026926
DIO3	DIO3	DIO3	DIO3	DIO3	-0.448209521	23.9262695
MARK3	MARK3	MARK3	MARK3	MARK3	-0.507103541	21.4264201
TRMT61A	TRMT61A	TRMT61A	TRMT61A	TRMT61A	-0.398536759	26.31166797
PPP1R13B	PPP1R13B	PPP1R13B	PPP1R13B	PPP1R13B	-1.367573898	4.825010542
C14orf79	C14orf79	C14orf79	C14orf79	C14orf79	0.461507011	76.68212758
TJP1	TJP1	TJP1	TJP1	TJP1	-1.556103318	3.62026384
AQR	AQR	AQR	AQR	AQR	-1.634727362	3.198602494
EIF2AK4	EIF2AK4	EIF2AK4	EIF2AK4	EIF2AK4	-0.163640581	39.00969821
SRP14	SRP14	SRP14	SRP14	SRP14	0.028991652	52.4366002
PLCB2	PLCB2	PLCB2	PLCB2	PLCB2	0.212043716	64.42382989
C15orf23	KNSTRN	KNSTRN	KNSTRN	KNSTRN	0.981525082	90.73549786
CASC5	CASC5	CASC5	CASC5	CASC5	1.702679373	97.24715379
ZFYVE19	ZFYVE19	ZFYVE19	ZFYVE19	ZFYVE19	0.216110275	64.59851816
TTBK2	TTBK2	TTBK2	TTBK2	TTBK2	-0.248443737	34.2268538
TUBGCP4	TUBGCP4	TUBGCP4	TUBGCP4	TUBGCP4	-0.604103408	18.23384133
MAP1A	MAP1A	MAP1A	MAP1A	MAP1A	0.121765673	58.86392386
CEP152	CEP152	CEP152	CEP152	CEP152	0.67913999	84.29612674
TRPM7	TRPM7	TRPM7	TRPM7	TRPM7	-2.442137562	1.138485633
MYO5C	MYO5C	MYO5C	MYO5C	MYO5C	-0.391899554	26.70923438
MYO5A	MYO5A	MYO5A	MYO5A	MYO5A	-2.122805557	1.662550449
CCPG1	CCPG1	CCPG1	CCPG1	CCPG1	-0.156429661	39.48557316
PRTG	PRTG	PRTG	PRTG	PRTG	-0.547273818	20.08915126
FAM63B	FAM63B	FAM63B	FAM63B	FAM63B	0.065530242	54.88825974
RPS27L	RPS27L	RPS27L	RPS27L	RPS27L	-0.019899116	48.97295344
AAGAB	AAGAB	AAGAB	AAGAB	AAGAB	0.008523594	50.96680923
ADPGK	ADPGK	ADPGK	ADPGK	ADPGK	-0.556615525	19.75784591
CCDC33	CCDC33	CCDC33	CCDC33	CCDC33	0.595212988	81.72399253
PEAK1	PEAK1	PEAK1	PEAK1	PEAK1	-1.833960587	2.445635805
AGPHD1	AGPHD1	HYKK	HYKK	HYKK	0.561636763	80.69995783
ST20	ST20	ST20	ST20	ST20	0.309689981	69.73676285
C15orf26	C15orf26	C15orf26	C15orf26	C15orf26	-0.324027856	29.97409795
EFTUD1	EFTUD1	EFTUD1	EFTUD1	EFTUD1	0.760012596	86.32612493
CPEB1	CPEB1	CPEB1	CPEB1	CPEB1	-0.157049854	39.42533582
C15orf38	C15orf38	C15orf38	C15orf38	C15orf38	0.240327438	65.98397687
LRRK1	LRRK1	LRRK1	LRRK1	LRRK1	-0.500527878	21.7517017
PDIA2	PDIA2	PDIA2	PDIA2	PDIA2	3.807767035	99.68074212
WDR90	WDR90	WDR90	WDR90	WDR90	1.1787296	93.45220167
TMEM204	TMEM204	TMEM204	TMEM204	TMEM204	-0.155486273	39.53978676
MSRB1	MSRB1	MSRB1	MSRB1	MSRB1	0.267512286	67.39353051
CASKIN1	CASKIN1	CASKIN1	CASKIN1	CASKIN1	-0.874521172	11.21016806
DNASE1L2	DNASE1L2	DNASE1L2	DNASE1L2	DNASE1L2	0.303592569	69.41750497
TBC1D24	TBC1D24	TBC1D24	TBC1D24	TBC1D24	-0.684709751	15.95084633
CEMP1	CEMP1	CEMP1	CEMP1	CEMP1	0.198151284	63.76724294
SRL	SRL	SRL	SRL	SRL	-1.070704551	8.06577917
C16orf5	CDIP1	CDIP1	CDIP1	CDIP1	-0.008653939	49.73194386
MGRN1	MGRN1	MGRN1	MGRN1	MGRN1	-0.568188958	19.4325643
C16orf89	C16orf89	C16orf89	C16orf89	C16orf89	0.368875534	72.57394133
PRM2	PRM2	PRM2	PRM2	PRM2	-0.05457809	46.45503283
CPPED1	CPPED1	CPPED1	CPPED1	CPPED1	1.194444845	93.69917475
ABCC1	ABCC1	ABCC1	ABCC1	ABCC1	-1.702238763	2.891392085
C16orf88	C16orf88	KNOP1	KNOP1	KNOP1	0.216892375	64.63466056
ANKS4B	ANKS4B	ANKS4B	ANKS4B	ANKS4B	-0.102847524	43.09378953
EARS2	EARS2	EARS2	EARS2	EARS2	0.533669602	79.66387567
XPO6	XPO6	XPO6	XPO6	XPO6	-1.128833535	7.288717547
RABEP2	RABEP2	RABEP2	RABEP2	RABEP2	-0.337779136	29.32955846
MAZ	MAZ	MAZ	MAZ	MAZ	-1.215207085	6.397204988
TMEM219	TMEM219	TMEM219	TMEM219	TMEM219	0.12598995	59.23739534
C16orf92	C16orf92	C16orf92	C16orf92	C16orf92	0.292348897	68.80308415
YPEL3	YPEL3	YPEL3	YPEL3	YPEL3	-0.053796221	46.53334136
SEPHS2	SEPHS2	SEPHS2	SEPHS2	SEPHS2	0.026645178	52.22576953
PRSS53	PRSS53	PRSS53	PRSS53	PRSS53	0.789536038	87.06704415
ARMC5	ARMC5	ARMC5	ARMC5	ARMC5	0.179709438	62.59863864
CYLD	CYLD	CYLD	CYLD	CYLD	-1.178339527	6.722486597
MT4	MT4	MT4	MT4	MT4	0.404506265	74.29672911
MT1M	MT1M	MT1M	MT1M	MT1M	0.44136987	75.91108969
FAM192A	FAM192A	FAM192A	FAM192A	FAM192A	-0.220152883	35.83519065
CNGB1	CNGB1	CNGB1	CNGB1	CNGB1	1.959501906	98.16276128
CES4A	CES4A	CES4A	CES4A	CES4A	0.416364742	74.81477019
HSF4	HSF4	HSF4	HSF4	HSF4	-0.026155161	48.44888862
NOL3	NOL3	NOL3	NOL3	NOL3	1.016996373	91.30172881
KIAA0895L	KIAA0895L	KIAA0895L	KIAA0895L	KIAA0895L	-0.008033756	49.77410999
SLC9A5	SLC9A5	SLC9A5	SLC9A5	SLC9A5	-0.92027527	10.33070297
KCTD19	KCTD19	KCTD19	KCTD19	KCTD19	0.174556292	62.26733329
CENPT	CENPT	CENPT	CENPT	CENPT	0.074590886	55.55087043
ZFP90	ZFP90	ZFP90	ZFP90	ZFP90	-0.406975252	25.82976929
CHTF8	CHTF8	CHTF8	CHTF8	CHTF8	-0.062074996	46.05144268
DHODH	DHODH	DHODH	DHODH	DHODH	0.234231994	65.62255286
HPR	HPR	HPR	HPR	HPR	1.253970739	94.28950063
NUDT7	NUDT7	NUDT7	NUDT7	NUDT7	0.524773064	79.35064153
WWOX	WWOX	WWOX	WWOX	WWOX	2.097512386	98.47599542
PLCG2	PLCG2	PLCG2	PLCG2	PLCG2	-0.673227844	16.17372447
SDR42E1	SDR42E1	SDR42E1	SDR42E1	SDR42E1	2.43943254	99.05427384
MLYCD	MLYCD	MLYCD	MLYCD	MLYCD	0.17471687	62.28540449
ATP2C2	ATP2C2	ATP2C2	ATP2C2	ATP2C2	0.782131263	86.89235588
MTHFSD	MTHFSD	MTHFSD	MTHFSD	MTHFSD	0.583342924	81.41678212
IL17C	IL17C	IL17C	IL17C	IL17C	0.001026978	50.47888681
C16orf7	VPS9D1	VPS9D1	VPS9D1	VPS9D1	0.115984197	58.52057105
TUSC5	TUSC5	TUSC5	TUSC5	TUSC5	0.65723727	83.60339739
DPH1	DPH1	DPH1	DPH1	DPH1	1.230530132	94.04252756
METTL16	METTL16	METTL16	METTL16	METTL16	-0.350426872	28.70309018
OR3A2	OR3A2	OR3A2	OR3A2	OR3A2	1.116353041	92.62092645
ANKFY1	ANKFY1	ANKFY1	ANKFY1	ANKFY1	-1.296795594	5.427383893
SPNS2	SPNS2	SPNS2	SPNS2	SPNS2	-0.824671931	12.28239263
SPAG7	SPAG7	SPAG7	SPAG7	SPAG7	-0.224682963	35.57014638
ZNF594	ZNF594	ZNF594	ZNF594	ZNF594	1.077594692	92.10288537
SCIMP	SCIMP	SCIMP	SCIMP	SCIMP	0.22237008	64.94187097
RABEP1	RABEP1	RABEP1	RABEP1	RABEP1	-1.360497243	4.87320041
KIAA0753	KIAA0753	KIAA0753	KIAA0753	KIAA0753	0.802820326	87.3441359
BCL6B	BCL6B	BCL6B	BCL6B	BCL6B	-0.748594785	14.10156015
PHF23	PHF23	PHF23	PHF23	PHF23	-0.523500092	20.78188061
NEURL4	NEURL4	NEURL4	NEURL4	NEURL4	-2.150058578	1.626408048
PLSCR3	PLSCR3	PLSCR3	PLSCR3	PLSCR3	-0.29013162	31.73905186
SPEM1	SPEM1	SPEM1	SPEM1	SPEM1	0.565384686	80.84452744
C17orf74	C17orf74	C17orf74	C17orf74	C17orf74	0.721739995	85.50689717
CTC1	CTC1	CTC1	CTC1	CTC1	0.399338361	74.03770857
TBC1D26	TBC1D26	TBC1D26	TBC1D26	TBC1D26	1.104326244	92.40407204
ZSWIM7	ZSWIM7	ZSWIM7	ZSWIM7	ZSWIM7	0.296879945	69.05608096
MYO15A	MYO15A	MYO15A	MYO15A	MYO15A	-0.510475546	21.24570809
ALKBH5	ALKBH5	ALKBH5	ALKBH5	ALKBH5	-0.868875871	11.35473767
TBC1D28	TBC1D28	TBC1D28	TBC1D28	TBC1D28	0.494007668	77.97120655
FAM18B1	TVP23B	TVP23B	TVP23B	TVP23B	0.02524334	52.1655322
FAM83G	FAM83G	FAM83G	FAM83G	FAM83G	-0.824059599	12.30046383
LGALS9B	LGALS9B	LGALS9B	LGALS9B	LGALS9B	0.393263586	73.7545931
USP22	USP22	USP22	USP22	USP22	-0.758278498	13.86061081
TP53I13	TP53I13	TP53I13	TP53I13	TP53I13	1.06432031	91.95831576
TEFM	TEFM	TEFM	TEFM	TEFM	-0.085508275	44.43105837
C17orf102	C17orf102	C17orf102	C17orf102	C17orf102	0.567735087	80.91681224
GPR179	GPR179	GPR179	GPR179	GPR179	3.820823301	99.69278959
C17orf98	C17orf98	C17orf98	C17orf98	C17orf98	0.205029603	64.15276188
RPL19	RPL19	RPL19	RPL19	RPL19	0.114745473	58.43021505
TMEM99	TMEM99	TMEM99	TMEM99	TMEM99	-0.047863191	46.85862297
KRT40	KRT40	KRT40	KRT40	KRT40	1.895155558	98.01216794
KRTAP1-5	KRTAP1-5	KRTAP1-5	KRTAP1-5	KRTAP1-5	1.334594495	95.02439612
KRTAP1-3	KRTAP1-3	KRTAP1-3	KRTAP1-3	KRTAP1-3	1.199152107	93.75338835
KRTAP1-1	KRTAP1-1	KRTAP1-1	KRTAP1-1	KRTAP1-1	1.174312203	93.37991687
KRTAP4-3	KRTAP4-3	KRTAP4-3	KRTAP4-3	KRTAP4-3	1.570195525	96.64478043
KRTAP9-8	KRTAP9-8	KRTAP9-8	KRTAP9-8	KRTAP9-8	0.543681877	79.97710981
KLHL10	KLHL10	KLHL10	KLHL10	KLHL10	0.048352757	53.71965544
MPP3	MPP3	MPP3	MPP3	MPP3	-0.291072786	31.66074333
ATXN7L3	ATXN7L3	ATXN7L3	ATXN7L3	ATXN7L3	-0.357142893	28.3296187
ACBD4	ACBD4	ACBD4	ACBD4	ACBD4	0.828749056	87.97662791
CRHR1	CRHR1	CRHR1	CRHR1	CRHR1	-0.816232116	12.4932233
CDK5RAP3	CDK5RAP3	CDK5RAP3	CDK5RAP3	CDK5RAP3	0.70674532	85.10330703
TAC4	TAC4	TAC4	TAC4	TAC4	0.280322155	68.10433106
UTP18	UTP18	UTP18	UTP18	UTP18	-0.570206001	19.36630323
OR4D1	OR4D1	OR4D1	OR4D1	OR4D1	0.137234463	59.97229083
MED13	MED13	MED13	MED13	MED13	-2.759416599	0.849346425
RGS9	RGS9	RGS9	RGS9	RGS9	0.666754918	83.88651286
HELZ	HELZ	HELZ	HELZ	HELZ	-1.463414734	4.150352388
C17orf58	C17orf58	C17orf58	C17orf58	C17orf58	-0.107999068	42.67212819
CD300LD	CD300LD	CD300LD	CD300LD	CD300LD	0.847659289	88.39828926
PRCD	PRCD	PRCD	PRCD	PRCD	0.30594222	69.54400337
JMJD6	JMJD6	JMJD6	JMJD6	JMJD6	-0.610037741	17.99891573
PGS1	PGS1	PGS1	PGS1	PGS1	-0.509287258	21.32401663
ENGASE	ENGASE	ENGASE	ENGASE	ENGASE	1.553940115	96.5484007
CCDC40	CCDC40	CCDC40	CCDC40	CCDC40	1.309171925	94.81356545
CCDC137	CCDC137	CCDC137	CCDC137	CCDC137	1.119314872	92.66911632
HEXDC	HEXDC	HEXDC	HEXDC	HEXDC	1.194287893	93.69315101
CLUL1	CLUL1	CLUL1	CLUL1	CLUL1	-0.057705788	46.27432082
LRRC30	LRRC30	LRRC30	LRRC30	LRRC30	0.007741526	50.88850069
RAB12	RAB12	RAB12	RAB12	RAB12	-0.079414324	44.83464852
PPP4R1	PPP4R1	PPP4R1	PPP4R1	PPP4R1	-0.021786849	48.79826516
CABLES1	CABLES1	CABLES1	CABLES1	CABLES1	0.24704123	66.31528221
TAF4B	TAF4B	TAF4B	TAF4B	TAF4B	-0.076771674	45.05752666
CHST9	CHST9	CHST9	CHST9	CHST9	0.127391202	59.32775134
DSG2	DSG2	DSG2	DSG2	DSG2	1.259609974	94.34371423
ZSCAN30	ZSCAN30	ZSCAN30	ZSCAN30	ZSCAN30	0.250007175	66.42370942
SLC39A6	SLC39A6	SLC39A6	SLC39A6	SLC39A6	-0.997754644	9.017529065
C18orf25	C18orf25	C18orf25	C18orf25	C18orf25	-0.395569285	26.51045118
MYO5B	MYO5B	MYO5B	MYO5B	MYO5B	0.296583715	69.00186736
MAPK4	MAPK4	MAPK4	MAPK4	MAPK4	-0.657525589	16.59538582
ONECUT2	ONECUT2	ONECUT2	ONECUT2	ONECUT2	-0.862939096	11.4872598
HMSD	HMSD	HMSD	HMSD	HMSD	0.193785552	63.4901512
RTTN	RTTN	RTTN	RTTN	RTTN	-1.326317594	5.168363352
ZNF236	ZNF236	ZNF236	ZNF236	ZNF236	-2.319478923	1.313173905
GPX4	GPX4	GPX4	GPX4	GPX4	0.319367284	70.20661406
AP3D1	AP3D1	AP3D1	AP3D1	AP3D1	-1.391042626	4.608156135
DOT1L	DOT1L	DOT1L	DOT1L	DOT1L	-3.179637129	0.596349617
ZNF554	ZNF554	ZNF554	ZNF554	ZNF554	1.263649389	94.38588037
MFSD12	MFSD12	MFSD12	MFSD12	MFSD12	0.355907377	71.97156798
TBXA2R	TBXA2R	TBXA2R	TBXA2R	TBXA2R	0.656453753	83.59134992
MPND	MPND	MPND	MPND	MPND	0.589438605	81.57942293
HDGFRP2	HDGFRP2	HDGFRP2	HDGFRP2	HDGFRP2	-0.318093563	30.32347449
PLIN5	PLIN5	PLIN5	PLIN5	PLIN5	0.365909483	72.45949039
ZNRF4	ZNRF4	ZNRF4	ZNRF4	ZNRF4	1.616571769	96.91584844
